Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,35.957218,[ 7 28] ; [62 16],[21.37168142 13.62831858] ; [47.62831858 30.37168142],1
b2,1,0.337129,0.92132,[ 8 12] ; [12 31],[ 6.34920635 13.65079365] ; [13.65079365 29.34920635],0
n6,1,0.38005,0.77054,[18 17] ; [47 31],[20.13274336 14.86725664] ; [44.86725664 33.13274336],0
p3,1,0.469092,0.524113,[ 5 29] ; [16 62],[ 6.375 27.625] ; [14.625 63.375],0
s5,1,0.49005,0.476416,[ 4 30] ; [13 64],[ 5.20720721 28.79279279] ; [11.79279279 65.20720721],0
s6,1,0.49826,0.45864,[10 25] ; [27 50],[11.5625 23.4375] ; [25.4375 51.5625],0
b5,1,0.535345,0.384235,[18 17] ; [45 33],[19.51327434 15.48672566] ; [43.48672566 34.51327434],0
n5,1,0.542529,0.370872,[21 14] ; [42 36],[19.51327434 15.48672566] ; [43.48672566 34.51327434],0
v2,1,0.546523,0.363583,[11 24] ; [28 47],[12.40909091 22.59090909] ; [26.59090909 48.40909091],0
a6,1,0.551562,0.354527,[19 16] ; [47 31],[20.44247788 14.55752212] ; [45.55752212 32.44247788],0
p12,1,0.563767,0.333223,[ 1 34] ; [ 1 76],[ 0.625 34.375] ; [ 1.375 75.625],0
n3,1,0.584149,0.299575,[ 9 10] ; [15 12],[9.91304348 9.08695652] ; [14.08695652 12.91304348],0
p8,1,0.667718,0.184283,[ 7 28] ; [13 65],[ 6.19469027 28.80530973] ; [13.80530973 64.19469027],0
n4,1,0.693684,0.155127,[22 13] ; [52 26],[22.92035398 12.07964602] ; [51.07964602 26.92035398],0
p6,1,0.76178,0.091896,[ 5 28] ; [10 67],[ 4.5 28.5] ; [10.5 66.5],0
v3,1,0.996563,1.9e-05,[ 9 26] ; [19 55],[ 8.99082569 26.00917431] ; [19.00917431 54.99082569],0
